TMPO-AS1	TMPO	VBN NNP NN IN NN DT CC NN NNS NN IN NNS IN NNP 
TUG1	ChIP	VB RB NN NN IN MD NN NN NN NN : VBD NNS NN VBD IN NN DT NN IN NN VBD NN IN NN NN IN NN CD NN DT JJ NN IN CC VBN VBD NN 
TUG1	HOXB7	VBP RB VBZ DT NN WDT NN NN : VBN VBZ DT NN VBZ WDT NN IN NN IN NN IN 
lincRNA-p21	p53	VBP NNS DT VBZ IN NN NN JJ NN CC VBZ NN DT NN NN NN VBG IN NN IN NN IN DT JJ NN IN JJ NN 
MEG3	p53	RB NN NN VBN NNS IN NN 
UCA1	hnRNPA1	VBN NNS IN VBG PRP VBZ IN NN CC VBZ NN NN VBZ IN NN IN NN NN CC VBZ RB JJ 
FOXCUT	FOXC1	VBN VBN WRB NN DT NN IN VBD NN IN JJ VBG NN NN DT NN IN VBD RB 
LEF1NAT	PTEN	VBN NN DT NN IN NN CC NN VBD VBG NN JJ CC NN NN 
SNHG15	MYC	VBD NN NN NN VBD NN IN NN NNS NNS IN JJ JJ VBN NN IN NN NN VBG NN NNS CC NN 
SNHG15	NRAS	VBD NN NN NN VBD NN IN NN NNS NNS IN JJ JJ VBN NN IN NN NN VBG NN NNS CC NN 
SNHG15	BAG3	VBD NN NN NN VBD NN IN NN NNS NNS IN JJ JJ VBN NN IN NN NN VBG NN NNS CC NN 
SNHG15	ERBB3	VBD NN NN NN VBD NN IN NN NNS NNS IN JJ JJ VBN NN IN NN NN VBG NN NNS CC NN 
SMIM31	AGR2	VBN NNS DT NN NN IN NN CC NN NN IN CC JJ CC NNS JJ VBD RB 
MALAT1	RPL19	NN NNS DT JJS VBN VBD NN NN CC NN CC NN NNS DT JJS NN VBD NN NN CC NN 
MALAT1	SCGB2A2	NN NNS DT JJS VBN VBD NN NN CC NN CC NN NNS DT JJS NN VBD NN NN CC NN 
MALAT1	FTL	NN NNS DT JJS VBN VBD NN NN CC NN CC NN NNS DT JJS NN VBD NN NN CC NN 
U85	RPL19	NN NNS DT JJS VBN VBD NN NN CC NN CC NN NNS DT JJS NN VBD NN NN CC NN 
U85	SCGB2A2	NN NNS DT JJS VBN VBD NN NN CC NN CC NN NNS DT JJS NN VBD NN NN CC NN 
U85	FTL	NN NNS DT JJS VBN VBD NN NN CC NN CC NN NNS DT JJS NN VBD NN NN CC NN 
CTXND1	MST1	VBD RB NNS JJ VBD IN NN NN NN JJ NN IN VBG IN NN NN CC VBG NN NN IN CC NN VBG RB NN DT NNS IN NN NN JJ NN NN CC NN 
HOTAIR	STAT3	VBD NN JJ NN IN DT NN IN VBP IN NN MD RB NN DT NN IN DT NNS IN JJ NN CC NN NN IN VBD NNS JJ NN IN DT NN CC NN NNS IN DT JJ NN IN IN NN IN 
HOTAIR	STAT3	VBN JJ NN DT NN IN NN VBD NN IN JJ NN IN NNP VBD IN NN IN DT 
HULC	CDKN1	VBN NN NN IN VBN VBN NN DT NNS VBD NN VBG JJ NN NN NN NN DT NN NN IN VBD NN IN NN IN NN VBG JJ NN NN NN IN JJ NN VBG VBG IN NN NN NN 
