hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	lncipedia	gtrnadb
HGNC:53107	LINC02236	long intergenic non-protein coding RNA 2236	non-coding RNA	RNA, long non-coding	Approved	5p15.31	05p15.31	RP11-332J15.1						2017-02-09			2017-06-21	109729133	ENSG00000249734	OTTHUMG00000161704			NR_146281			28128360																								
HGNC:53108	LINC02237	long intergenic non-protein coding RNA 2237	non-coding RNA	RNA, long non-coding	Approved	8q23.3	08q23.3	RP11-1101K5.1						2017-02-09			2017-03-22	105375706	ENSG00000253434	OTTHUMG00000164883			NR_146282			28128360																								
HGNC:53116	LINC02238	long intergenic non-protein coding RNA 2238	non-coding RNA	RNA, long non-coding	Approved	1p31.1	01p31.1	RP4-788P17.1						2017-02-10			2017-02-10	109729166	ENSG00000223479	OTTHUMG00000009567			NR_146300			28103885																								
HGNC:27969	LINC02239	long intergenic non-protein coding RNA 2239	non-coding RNA	RNA, long non-coding	Approved	5p14.1	05p14.1							2017-02-10			2017-02-10	340107	ENSG00000248908	OTTHUMG00000161889			NR_037896																											
HGNC:53118	LINC02240	long intergenic non-protein coding RNA 2240	non-coding RNA	RNA, long non-coding	Approved	5q23.2	05q23.2							2017-02-10			2017-02-10	101927460	ENSG00000260192	OTTHUMG00000163260			NR_109887																											
HGNC:53126	LINC02241	long intergenic non-protein coding RNA 2241	non-coding RNA	RNA, long non-coding	Approved	5p14.3	05p14.3							2017-02-15			2017-02-15	105374676	ENSG00000251629	OTTHUMG00000162067			NR_149120																											
HGNC:53127	LINC02242	long intergenic non-protein coding RNA 2242	non-coding RNA	RNA, long non-coding	Approved	5q13.1	05q13.1							2017-02-15			2017-02-15	105379006	ENSG00000249736	OTTHUMG00000162355			NR_147169																											
HGNC:53129	LINC02243	long intergenic non-protein coding RNA 2243	non-coding RNA	RNA, long non-coding	Approved	Xq26.3	Xq26.3	ENST00000441841						2017-02-16			2017-02-16	340581	ENSG00000236091	OTTHUMG00000022462			NR_134925			28076325																								
HGNC:53929	LINC02244	long intergenic non-protein coding RNA 2244	non-coding RNA	RNA, long non-coding	Approved	15q26.3	15q26.3	RP11-20G13.3						2018-06-27			2019-11-22	105371018	ENSG00000259590	OTTHUMG00000171948			XR_001751707			29884798																								
HGNC:53134	LINC02245	long intergenic non-protein coding RNA 2245	non-coding RNA	RNA, long non-coding	Approved	2p14	02p14	"lnc-SERTAD2-3|AC007386.2"						2017-02-16			2017-08-30	400958	ENSG00000237638	OTTHUMG00000152704			NR_036586			"27827314|28839111"																								
HGNC:53135	LINC02246	long intergenic non-protein coding RNA 2246	non-coding RNA	RNA, long non-coding	Approved	21q11.2	21q11.2	ENST00000418954						2017-02-16			2017-02-16	107987295	ENSG00000281903	OTTHUMG00000074322			NR_146322			27816668																								
HGNC:53140	LINC02247	long intergenic non-protein coding RNA 2247	non-coding RNA	RNA, long non-coding	Approved	9q34.2	09q34.2	ENST00000417135						2017-02-16			2017-02-16	105376310	ENSG00000223729	OTTHUMG00000020883			NR_146518			27816668																								
HGNC:53147	LINC02248	long intergenic non-protein coding RNA 2248	non-coding RNA	RNA, long non-coding	Approved	15q12	15q12							2017-02-17			2017-02-17	107984780	ENSG00000235160	OTTHUMG00000056666			XR_001751448																											
HGNC:32351	LINC02249	long intergenic non-protein coding RNA 2249	non-coding RNA	RNA, long non-coding	Approved	15q13.2	15q13.2	DKFZp434L187						2017-02-17			2017-02-17	26082	ENSG00000225930	OTTHUMG00000175642		BC033224	NR_026771																											
HGNC:53148	LINC02250	long intergenic non-protein coding RNA 2250	non-coding RNA	RNA, long non-coding	Approved	15q11.2-q12	15q11.2-q12	TCONS_00023273						2017-02-17			2017-02-17	105370737	ENSG00000235731	OTTHUMG00000056663			XR_001751755																											
HGNC:53149	LINC02251	long intergenic non-protein coding RNA 2251	non-coding RNA	RNA, long non-coding	Approved	15q26.3	15q26.3							2017-02-17			2017-02-17	105371008	ENSG00000258483	OTTHUMG00000171822			NR_146563																											
HGNC:53150	LINC02252	long intergenic non-protein coding RNA 2252	non-coding RNA	RNA, long non-coding	Approved	15q14	15q14							2017-02-17			2017-02-17	105370762	ENSG00000261304	OTTHUMG00000173391			NR_146869																											
HGNC:53151	LINC02253	long intergenic non-protein coding RNA 2253	non-coding RNA	RNA, long non-coding	Approved	15q26.2	15q26.2							2017-02-22			2017-03-22	107984764	ENSG00000259485	OTTHUMG00000172035			XR_001751693																											
HGNC:53152	LINC02254	long intergenic non-protein coding RNA 2254	non-coding RNA	RNA, long non-coding	Approved	15q26.2	15q26.2							2017-02-22			2017-02-22	101927286	ENSG00000259664	OTTHUMG00000172036			NR_120324																											
HGNC:53153	LINC02255	long intergenic non-protein coding RNA 2255	non-coding RNA	RNA, long non-coding	Approved	15q24.1	15q24.1							2017-02-22			2017-02-22	105370894	ENSG00000277718	OTTHUMG00000186954			NR_146881																											
HGNC:53157	LINC02256	long intergenic non-protein coding RNA 2256	non-coding RNA	RNA, long non-coding	Approved	15q13.3	15q13.3							2017-02-22			2017-03-22	100996255	ENSG00000261064	OTTHUMG00000175400			NR_102756																											
HGNC:53159	LINC02257	long intergenic non-protein coding RNA 2257	non-coding RNA	RNA, long non-coding	Approved	1q41	01q41							2017-03-03			2017-03-03	105372950	ENSG00000238042	OTTHUMG00000037423			NR_149057																											
HGNC:53165	LINC02258	long intergenic non-protein coding RNA 2258	non-coding RNA	RNA, long non-coding	Approved	12q21.32	12q21.32	RP11-248E9.5						2017-03-03			2017-03-03	110806294	ENSG00000257912	OTTHUMG00000169866			NR_149056			27663962																								
HGNC:53172	LINC02259	long intergenic non-protein coding RNA 2259	non-coding RNA	RNA, long non-coding	Approved	15q24.1	15q24.1							2017-03-17			2017-03-17	102723640	ENSG00000259783	OTTHUMG00000173096			NR_135684																											
HGNC:27956	LINC02260	long intergenic non-protein coding RNA 2260	non-coding RNA	RNA, long non-coding	Approved	4q12	04q12							2017-03-20			2017-03-20	339978	ENSG00000250456	OTTHUMG00000161130			NR_134657			12477932																								
HGNC:53173	LINC02261	long intergenic non-protein coding RNA 2261	non-coding RNA	RNA, long non-coding	Approved	4p15.2	04p15.2							2017-03-20			2017-03-20	101929199	ENSG00000249699	OTTHUMG00000161689			NR_125921																											
HGNC:53174	LINC02262	long intergenic non-protein coding RNA 2262	non-coding RNA	RNA, long non-coding	Approved	4q26	04q26							2017-03-20			2017-03-20	105377389	ENSG00000224932	OTTHUMG00000059449			NR_147151																											
HGNC:53175	LINC02263	long intergenic non-protein coding RNA 2263	non-coding RNA	RNA, long non-coding	Approved	4q26	04q26							2017-03-20			2017-03-20	105377390	ENSG00000228358	OTTHUMG00000059445			NR_147152																											
HGNC:53176	LINC02264	long intergenic non-protein coding RNA 2264	non-coding RNA	RNA, long non-coding	Approved	4q26	04q26							2017-03-20			2017-09-21	105377391	ENSG00000229565	OTTHUMG00000059447			NR_147154			28900495																								
HGNC:53179	LINC02265	long intergenic non-protein coding RNA 2265	non-coding RNA	RNA, long non-coding	Approved	4p14	04p14							2017-03-20			2017-03-20	101060498	ENSG00000249241	OTTHUMG00000160407			NR_121640																											
HGNC:53180	LINC02266	long intergenic non-protein coding RNA 2266	non-coding RNA	RNA, long non-coding	Approved	4q31.21	04q31.21							2017-03-21			2017-03-21	105377466	ENSG00000272727	OTTHUMG00000186407			NR_147156																											
HGNC:53181	LINC02267	long intergenic non-protein coding RNA 2267	non-coding RNA	RNA, long non-coding	Approved	4q22.3	04q22.3							2017-03-21			2017-03-21	105377338	ENSG00000248510	OTTHUMG00000161181			NR_147149																											
HGNC:53183	LINC02268	long intergenic non-protein coding RNA 2268	non-coding RNA	RNA, long non-coding	Approved	4q34.1	04q34.1							2017-03-21			2017-03-21	101928509	ENSG00000248174	OTTHUMG00000160745			NR_125896																											
HGNC:53184	LINC02269	long intergenic non-protein coding RNA 2269	non-coding RNA	RNA, long non-coding	Approved	4q34.1	04q34.1							2017-03-21			2017-03-21	101928478	ENSG00000250708	OTTHUMG00000160736			NR_146487																											
HGNC:53185	LINC02270	long intergenic non-protein coding RNA 2270	non-coding RNA	RNA, long non-coding	Approved	4p15.33	04p15.33							2017-03-21			2017-03-21	101929019	ENSG00000251210	OTTHUMG00000160074			NR_125910																											
HGNC:53186	LINC02271	long intergenic non-protein coding RNA 2271	non-coding RNA	RNA, long non-coding	Approved	4q13.1	04q13.1							2017-03-21			2017-03-21	105377249	ENSG00000240152	OTTHUMG00000160657			NR_147148																											
HGNC:53187	LINC02272	long intergenic non-protein coding RNA 2272	non-coding RNA	RNA, long non-coding	Approved	4q32.1	04q32.1							2017-03-21			2017-03-21	107986322	ENSG00000251283	OTTHUMG00000161775			XR_001741902																											
HGNC:53188	LINC02273	long intergenic non-protein coding RNA 2273	non-coding RNA	RNA, long non-coding	Approved	4q31.3	04q31.3							2017-03-21			2017-03-21	100996286	ENSG00000245954	OTTHUMG00000161715			NR_121628																											
HGNC:53190	LINC02274	long intergenic non-protein coding RNA 2274	non-coding RNA	RNA, long non-coding	Approved	14q24.3	14q24.3							2017-03-21			2017-03-21	100506498	ENSG00000258586	OTTHUMG00000171254			NR_135238																											
HGNC:53191	LINC02275	long intergenic non-protein coding RNA 2275	non-coding RNA	RNA, long non-coding	Approved	4q33	04q33							2017-03-21			2017-03-21	100506085	ENSG00000248319	OTTHUMG00000160949			NR_037878																											
HGNC:53192	LINC02276	long intergenic non-protein coding RNA 2276	non-coding RNA	RNA, long non-coding	Approved	4q31.21	04q31.21							2017-03-21			2017-03-21	105377456	ENSG00000250141	OTTHUMG00000161339			XR_939260																											
HGNC:53193	LINC02277	long intergenic non-protein coding RNA 2277	non-coding RNA	RNA, long non-coding	Approved	14q21.2	14q21.2							2017-03-21			2017-03-21	107984027	ENSG00000258487	OTTHUMG00000170687			XR_001750742																											
HGNC:53194	LINC02278	long intergenic non-protein coding RNA 2278	non-coding RNA	RNA, long non-coding	Approved	4p14	04p14							2017-03-21			2017-03-21	105374411	ENSG00000251635	OTTHUMG00000160485			NR_146991																											
HGNC:53195	LINC02279	long intergenic non-protein coding RNA 2279	non-coding RNA	RNA, long non-coding	Approved	14q32.13	14q32.13							2017-03-21			2017-03-21	107984637	ENSG00000258933	OTTHUMG00000171626			XR_001750936																											
HGNC:53196	LINC02280	long intergenic non-protein coding RNA 2280	non-coding RNA	RNA, long non-coding	Approved	14q32.33	14q32.33							2017-03-21			2017-03-21	101929634	ENSG00000260792	OTTHUMG00000173007			NR_135293																											
HGNC:53197	LINC02281	long intergenic non-protein coding RNA 2281	non-coding RNA	RNA, long non-coding	Approved	14q12	14q12							2017-03-21			2017-03-21	105370423	ENSG00000257748	OTTHUMG00000170360			XR_943667																											
HGNC:53199	LINC02282	long intergenic non-protein coding RNA 2282	non-coding RNA	RNA, long non-coding	Approved	14q12	14q12							2017-03-21			2017-03-21	105370424	ENSG00000257056	OTTHUMG00000170346			NR_135255																											
HGNC:53200	LINC02283	long intergenic non-protein coding RNA 2283	non-coding RNA	RNA, long non-coding	Approved	4q12	04q12							2017-03-21			2017-03-21	105377656	ENSG00000248184	OTTHUMG00000160645			NR_147160																											
HGNC:53201	LINC02284	long intergenic non-protein coding RNA 2284	non-coding RNA	RNA, long non-coding	Approved	14q22.3	14q22.3							2017-03-21			2017-03-21	102723699	ENSG00000259719	OTTHUMG00000172127			XR_001750778																											
HGNC:53202	LINC02285	long intergenic non-protein coding RNA 2285	non-coding RNA	RNA, long non-coding	Approved	14q32.31	14q32.31							2017-03-21			2017-03-21	101929422	ENSG00000259004	OTTHUMG00000171672			NR_146490																											
HGNC:53203	LINC02286	long intergenic non-protein coding RNA 2286	non-coding RNA	RNA, long non-coding	Approved	14q12	14q12							2017-03-21			2017-03-21	105370414	ENSG00000258098	OTTHUMG00000170437			XR_001750669																											
HGNC:53204	LINC02287	long intergenic non-protein coding RNA 2287	non-coding RNA	RNA, long non-coding	Approved	14q32.12	14q32.12							2017-03-21			2017-03-21	101929002	ENSG00000258499	OTTHUMG00000171224			NR_135253																											
HGNC:27505	LINC02288	long intergenic non-protein coding RNA 2288	non-coding RNA	RNA, long non-coding	Approved	14q24.3	14q24.3							2017-03-21			2017-03-21	283575	ENSG00000246548	OTTHUMG00000171579			NR_110554																											
HGNC:53205	LINC02289	long intergenic non-protein coding RNA 2289	non-coding RNA	RNA, long non-coding	Approved	14q24.3	14q24.3							2017-03-21			2017-03-21	102724190	ENSG00000258819	OTTHUMG00000171581			NR_110553																											
HGNC:53206	LINC02290	long intergenic non-protein coding RNA 2290	non-coding RNA	RNA, long non-coding	Approved	14q23.3	14q23.3							2017-03-21			2017-03-21	105370540	ENSG00000258502	OTTHUMG00000171178			XR_001750987																											
HGNC:53207	LINC02291	long intergenic non-protein coding RNA 2291	non-coding RNA	RNA, long non-coding	Approved	14q32.2	14q32.2							2017-03-21			2017-03-21	100129345	ENSG00000197176	OTTHUMG00000171466			NR_033943																											
HGNC:53208	LINC02292	long intergenic non-protein coding RNA 2292	non-coding RNA	RNA, long non-coding	Approved	14q32.13	14q32.13							2017-03-21			2017-03-21	101929080	ENSG00000258630	OTTHUMG00000171631			NR_110127																											
HGNC:53209	LINC02293	long intergenic non-protein coding RNA 2293	non-coding RNA	RNA, long non-coding	Approved	14q12	14q12							2017-03-21			2017-03-21	102724890	ENSG00000257185	OTTHUMG00000170416			NR_110556																											
HGNC:53210	LINC02294	long intergenic non-protein coding RNA 2294	non-coding RNA	RNA, long non-coding	Approved	14q12	14q12							2017-03-21			2017-03-21	101927062	ENSG00000257845	OTTHUMG00000170331			NR_110033																											
HGNC:53211	LINC02295	long intergenic non-protein coding RNA 2295	non-coding RNA	RNA, long non-coding	Approved	14q32.2	14q32.2							2017-03-21			2017-03-21	105370652	ENSG00000258511	OTTHUMG00000171472			XR_944187																											
HGNC:53212	LINC02296	long intergenic non-protein coding RNA 2296	non-coding RNA	RNA, long non-coding	Approved	14q31.3	14q31.3							2017-03-21			2017-03-21	105370610	ENSG00000258859	OTTHUMG00000171354			XR_001750848																											
HGNC:53214	LINC02297	long intergenic non-protein coding RNA 2297	non-coding RNA	RNA, long non-coding	Approved	14q11.2	14q11.2							2017-03-21			2017-03-21	642426	ENSG00000257504	OTTHUMG00000170300			NR_046104																											
HGNC:53216	LINC02298	long intergenic non-protein coding RNA 2298	non-coding RNA	RNA, long non-coding	Approved	14q32.33	14q32.33							2017-03-21			2017-03-21	102723354	ENSG00000257556	OTTHUMG00000170462			NR_110546																											
HGNC:53218	LINC02299	long intergenic non-protein coding RNA 2299	non-coding RNA	RNA, long non-coding	Approved	14q32.2	14q32.2							2017-03-21			2017-03-21	105370646	ENSG00000258979	OTTHUMG00000171455			NR_146552																											
HGNC:53219	LINC02300	long intergenic non-protein coding RNA 2300	non-coding RNA	RNA, long non-coding	Approved	14q12	14q12							2017-03-21			2017-03-21	105370422	ENSG00000258175	OTTHUMG00000170383			XR_001750690																											
HGNC:53220	LINC02301	long intergenic non-protein coding RNA 2301	non-coding RNA	RNA, long non-coding	Approved	14q31.1	14q31.1							2017-03-21			2017-05-15	101928599	ENSG00000258743	OTTHUMG00000171387			NR_146650																											
HGNC:53221	LINC02302	long intergenic non-protein coding RNA 2302	non-coding RNA	RNA, long non-coding	Approved	14q21.2	14q21.2							2017-03-21			2017-03-21	101927351	ENSG00000258998	OTTHUMG00000170717			NR_146457																											
HGNC:53222	LINC02303	long intergenic non-protein coding RNA 2303	non-coding RNA	RNA, long non-coding	Approved	14q21.2	14q21.2	TRMP	TP53-regulated modulator of p27					2017-03-21			2019-07-12	105370479	ENSG00000258616	OTTHUMG00000170731			NR_146546			30166522																								
HGNC:53223	LINC02304	long intergenic non-protein coding RNA 2304	non-coding RNA	RNA, long non-coding	Approved	14q32.2	14q32.2							2017-03-21			2017-03-21	105370648	ENSG00000259110	OTTHUMG00000171464			NR_146554																											
HGNC:53224	LINC02305	long intergenic non-protein coding RNA 2305	non-coding RNA	RNA, long non-coding	Approved	14q31.2	14q31.2							2017-03-21			2017-03-21	102724338	ENSG00000258532	OTTHUMG00000171383			XR_944093																											
HGNC:53225	LINC02306	long intergenic non-protein coding RNA 2306	non-coding RNA	RNA, long non-coding	Approved	14q12	14q12							2017-03-21			2017-03-21	107984700	ENSG00000257986	OTTHUMG00000170315			XR_001750924																											
HGNC:53226	LINC02307	long intergenic non-protein coding RNA 2307	non-coding RNA	RNA, long non-coding	Approved	14q21.2	14q21.2							2017-03-21			2017-03-21	105370471	ENSG00000258969	OTTHUMG00000170682			XR_943799																											
HGNC:53227	LINC02308	long intergenic non-protein coding RNA 2308	non-coding RNA	RNA, long non-coding	Approved	14q31.1	14q31.1							2017-03-21			2017-03-21	100506700	ENSG00000258675	OTTHUMG00000171418			NR_109999																											
HGNC:53228	LINC02309	long intergenic non-protein coding RNA 2309	non-coding RNA	RNA, long non-coding	Approved	14q31.3	14q31.3							2017-03-21			2017-03-21	105370607	ENSG00000258994	OTTHUMG00000171356			XR_944113																											
HGNC:53229	LINC02310	long intergenic non-protein coding RNA 2310	non-coding RNA	RNA, long non-coding	Approved	14q22.1	14q22.1							2017-03-21			2017-03-21	105370496	ENSG00000258808	OTTHUMG00000171074			NR_146549																											
HGNC:53230	LINC02311	long intergenic non-protein coding RNA 2311	non-coding RNA	RNA, long non-coding	Approved	14q31.1	14q31.1							2017-03-21			2017-03-21	102724294	ENSG00000258718	OTTHUMG00000171400			NR_146498																											
HGNC:53231	LINC02312	long intergenic non-protein coding RNA 2312	non-coding RNA	RNA, long non-coding	Approved	14q32.2	14q32.2							2017-03-21			2017-03-21	100132612	ENSG00000258869	OTTHUMG00000171468			NR_146447																											
HGNC:53232	LINC02313	long intergenic non-protein coding RNA 2313	non-coding RNA	RNA, long non-coding	Approved	14q12	14q12							2017-03-21			2017-03-21	105370439	ENSG00000258474	OTTHUMG00000170586			NR_146544																											
HGNC:53233	LINC02314	long intergenic non-protein coding RNA 2314	non-coding RNA	RNA, long non-coding	Approved	14q32.31	14q32.31							2017-03-21			2017-03-21	100507277	ENSG00000259082	OTTHUMG00000171680			NR_135240																											
HGNC:53234	LINC02315	long intergenic non-protein coding RNA 2315	non-coding RNA	RNA, long non-coding	Approved	14q21.1	14q21.1							2017-03-21			2017-03-21	644919	ENSG00000251363	OTTHUMG00000170679			NR_109757																											
HGNC:53235	LINC02316	long intergenic non-protein coding RNA 2316	non-coding RNA	RNA, long non-coding	Approved	14q31.3	14q31.3							2017-03-21			2017-03-21	102724380	ENSG00000258912	OTTHUMG00000171374			XR_001750846																											
HGNC:53236	LINC02317	long intergenic non-protein coding RNA 2317	non-coding RNA	RNA, long non-coding	Approved	14q32.11	14q32.11							2017-03-21			2017-03-21	101930294	ENSG00000258678	OTTHUMG00000171046			NR_146492																											
HGNC:53237	LINC02318	long intergenic non-protein coding RNA 2318	non-coding RNA	RNA, long non-coding	Approved	14q32.13	14q32.13							2017-03-21			2017-03-21	100506999	ENSG00000258390	OTTHUMG00000171638			NR_146449																											
HGNC:53238	LINC02319	long intergenic non-protein coding RNA 2319	non-coding RNA	RNA, long non-coding	Approved	14q22.1	14q22.1							2017-03-21			2017-03-21	105370498	ENSG00000258694	OTTHUMG00000171087			XR_001750766																											
HGNC:53239	LINC02320	long intergenic non-protein coding RNA 2320	non-coding RNA	RNA, long non-coding	Approved	14q32.31	14q32.31							2017-03-21			2017-03-21	105370676	ENSG00000258404	OTTHUMG00000171691			XR_001750895																											
HGNC:53240	LINC02321	long intergenic non-protein coding RNA 2321	non-coding RNA	RNA, long non-coding	Approved	14q32.11	14q32.11							2017-03-21			2017-03-21	105370623	ENSG00000258884	OTTHUMG00000171053			XR_001750857																											
HGNC:53241	LINC02322	long intergenic non-protein coding RNA 2322	non-coding RNA	RNA, long non-coding	Approved	14q23.1	14q23.1							2017-03-21			2017-03-21	101927729	ENSG00000258556	OTTHUMG00000171137			NR_146481																											
HGNC:53242	LINC02323	long intergenic non-protein coding RNA 2323	non-coding RNA	RNA, long non-coding	Approved	14q32.31	14q32.31							2017-03-21			2017-03-21	105370681	ENSG00000259230	OTTHUMG00000171913			NR_146561																											
HGNC:53244	LINC02324	long intergenic non-protein coding RNA 2324	non-coding RNA	RNA, long non-coding	Approved	14q23.3	14q23.3							2017-03-21			2017-03-21	100128233	ENSG00000255002	OTTHUMG00000166151			NR_103769																											
HGNC:53245	LINC02325	long intergenic non-protein coding RNA 2325	non-coding RNA	RNA, long non-coding	Approved	14q32.2	14q32.2							2017-03-21			2017-03-21	101929241	ENSG00000246084	OTTHUMG00000171465			NR_110165																											
HGNC:53246	LINC02326	long intergenic non-protein coding RNA 2326	non-coding RNA	RNA, long non-coding	Approved	14q12	14q12							2017-03-21			2017-03-21	105370425	ENSG00000257523	OTTHUMG00000170371			XR_001750704																											
HGNC:53247	LINC02327	long intergenic non-protein coding RNA 2327	non-coding RNA	RNA, long non-coding	Approved	14q12	14q12							2017-03-21			2017-03-21	102724917	ENSG00000258038	OTTHUMG00000170368			XR_001750693																											
HGNC:53248	LINC02328	long intergenic non-protein coding RNA 2328	non-coding RNA	RNA, long non-coding	Approved	14q31.3	14q31.3							2017-03-21			2017-03-21	101928767	ENSG00000258733	OTTHUMG00000171373			NR_110155																											
HGNC:53249	LINC02329	long intergenic non-protein coding RNA 2329	non-coding RNA	RNA, long non-coding	Approved	14q31.3	14q31.3							2017-03-21			2017-03-21	105370605	ENSG00000258814	OTTHUMG00000171368			NR_135155																											
HGNC:53250	LINC02330	long intergenic non-protein coding RNA 2330	non-coding RNA	RNA, long non-coding	Approved	14q31.3	14q31.3							2017-03-21			2017-03-21	105370611	ENSG00000258770	OTTHUMG00000171350			NR_146551																											
HGNC:53251	LINC02331	long intergenic non-protein coding RNA 2331	non-coding RNA	RNA, long non-coding	Approved	14q22.2	14q22.2							2017-03-21			2017-03-21	105370503	ENSG00000235269	OTTHUMG00000150105			XR_001750967																											
HGNC:53252	LINC02332	long intergenic non-protein coding RNA 2332	non-coding RNA	RNA, long non-coding	Approved	14q11.2	14q11.2							2017-03-21			2017-03-21	105370400	ENSG00000259054	OTTHUMG00000170967			NR_146543																											
HGNC:53253	LINC02333	long intergenic non-protein coding RNA 2333	non-coding RNA	RNA, long non-coding	Approved	13q14.3	13q14.3							2017-03-22			2017-03-22	103191607	ENSG00000271564	OTTHUMG00000184174			NR_120400																											
HGNC:53254	LINC02334	long intergenic non-protein coding RNA 2334	non-coding RNA	RNA, long non-coding	Approved	13q13.3	13q13.3							2017-03-22			2017-03-22	101929077	ENSG00000274317	OTTHUMG00000187340			XR_941877																											
HGNC:53255	LINC02335	long intergenic non-protein coding RNA 2335	non-coding RNA	RNA, long non-coding	Approved	13q21.1	13q21.1							2017-03-22			2017-03-22	107984565	ENSG00000278630	OTTHUMG00000187313																														
HGNC:53256	LINC02336	long intergenic non-protein coding RNA 2336	non-coding RNA	RNA, long non-coding	Approved	13q31.3	13q31.3							2017-03-22			2017-03-22	105370309	ENSG00000271395	OTTHUMG00000184176			XR_931634																											
HGNC:53257	LINC02337	long intergenic non-protein coding RNA 2337	non-coding RNA	RNA, long non-coding	Approved	13q34	13q34							2017-03-22			2017-03-22	105370369	ENSG00000215881	OTTHUMG00000017359			NR_135814																											
HGNC:53258	LINC02338	long intergenic non-protein coding RNA 2338	non-coding RNA	RNA, long non-coding	Approved	13q21.1	13q21.1							2017-03-22			2017-03-22	101926897	ENSG00000277448	OTTHUMG00000187310			NR_120416																											
HGNC:53259	LINC02339	long intergenic non-protein coding RNA 2339	non-coding RNA	RNA, long non-coding	Approved	13q21.2	13q21.2							2017-03-22			2017-03-22	101926951	ENSG00000279797	OTTHUMG00000189119			NR_134946																											
HGNC:53260	LINC02340	long intergenic non-protein coding RNA 2340	non-coding RNA	RNA, long non-coding	Approved	13q12.13-q12.2	13q12.13-q12.2							2017-03-22			2018-02-13	105370125	ENSG00000275294	OTTHUMG00000187177			XR_001749799																											
HGNC:53261	LINC02341	long intergenic non-protein coding RNA 2341	non-coding RNA	RNA, long non-coding	Approved	13q14.11	13q14.11							2017-03-22			2017-03-22	105370177	ENSG00000283554	OTTHUMG00000191682			NR_135319																											
HGNC:53262	LINC02342	long intergenic non-protein coding RNA 2342	non-coding RNA	RNA, long non-coding	Approved	13q21.33	13q21.33							2017-03-22			2017-03-22	105370253	ENSG00000280580	OTTHUMG00000189545			XR_942053																											
HGNC:53263	LINC02343	long intergenic non-protein coding RNA 2343	non-coding RNA	RNA, long non-coding	Approved	13q13.2	13q13.2							2017-03-22			2017-03-22	105370158	ENSG00000271850	OTTHUMG00000185756			NR_146542																											
HGNC:53264	LINC02344	long intergenic non-protein coding RNA 2344	non-coding RNA	RNA, long non-coding	Approved	13q13.1	13q13.1							2017-03-22			2017-03-22	105370154	ENSG00000227911	OTTHUMG00000016711			NR_146541																											
HGNC:53267	LINC02345	long intergenic non-protein coding RNA 2345	non-coding RNA	RNA, long non-coding	Approved	15q14	15q14							2017-03-22			2017-03-22	101928227	ENSG00000259225	OTTHUMG00000172364			NR_120330																											
HGNC:53268	LINC02346	long intergenic non-protein coding RNA 2346	non-coding RNA	RNA, long non-coding	Approved	15q12	15q12							2017-03-22			2017-03-22	100128714	ENSG00000206187	OTTHUMG00000171719			NR_040082																											
HGNC:53269	LINC02347	long intergenic non-protein coding RNA 2347	non-coding RNA	RNA, long non-coding	Approved	12q24.32	12q24.32							2017-03-22			2017-03-22	100128554	ENSG00000214043	OTTHUMG00000168469			NR_130748																											
HGNC:53270	LINC02348	long intergenic non-protein coding RNA 2348	non-coding RNA	RNA, long non-coding	Approved	15q26.3	15q26.3							2017-03-22			2017-03-22	101927505	ENSG00000273585	OTTHUMG00000187044			NR_147041																											
HGNC:53271	LINC02349	long intergenic non-protein coding RNA 2349	non-coding RNA	RNA, long non-coding	Approved	15q22.2	15q22.2							2017-03-22			2017-03-22	100506530	ENSG00000259284	OTTHUMG00000171940			NR_146448																											
HGNC:53272	LINC02350	long intergenic non-protein coding RNA 2350	non-coding RNA	RNA, long non-coding	Approved	12q24.32	12q24.32							2017-03-22			2017-03-22	105370059	ENSG00000256927	OTTHUMG00000168468			NR_146291																											
HGNC:53273	LINC02351	long intergenic non-protein coding RNA 2351	non-coding RNA	RNA, long non-coding	Approved	15q26.3	15q26.3							2017-03-22			2017-03-22	105371011	ENSG00000277987	OTTHUMG00000187038			NR_146566																											
HGNC:53274	LINC02352	long intergenic non-protein coding RNA 2352	non-coding RNA	RNA, long non-coding	Approved	15q13.3	15q13.3							2017-03-22			2017-03-22	102725022	ENSG00000259448	OTTHUMG00000172222			NR_135834																											
HGNC:53275	LINC02353	long intergenic non-protein coding RNA 2353	non-coding RNA	RNA, long non-coding	Approved	4p15.1	04p15.1							2017-03-22			2017-03-22	101927363	ENSG00000251329	OTTHUMG00000160346			NR_134672																											
HGNC:53276	LINC02354	long intergenic non-protein coding RNA 2354	non-coding RNA	RNA, long non-coding	Approved	12q13.11	12q13.11							2017-03-22			2017-03-22	107984503	ENSG00000257488	OTTHUMG00000169889			XR_001749114																											
HGNC:53277	LINC02355	long intergenic non-protein coding RNA 2355	non-coding RNA	RNA, long non-coding	Approved	4q31.23	04q31.23							2017-03-22			2017-03-22	101927849	ENSG00000248210	OTTHUMG00000161393			NR_125887																											
